mp;mpomsch;x;y;gebied;gebiednaam;meetpunttypering;opmerking;krw_type_dawaco;adres;adres_afst;adres_pc;adres_straat;bbg_2015;bodem_code;bodem_grof;bodem_omsch;c12;c50;gemeente;internet;krw_type;landgebruik;lat;leg_breedte;leg_cat;leg_diepte;leg_talud_l;leg_talud_r;lgn2018;lgn2018_agg;lgn2018_perc;lgn2020;lgn2020_agg;lgn2020_perc;lgn2023;lgn2023_agg;lgn2023_perc;long;mp_type;mp_vervallen;ovw_code;ovw_naam;ovw_type;plaatsnaam;problemen;wl_code;wl_naam;wl_type;na
S_1262;WATERGANG ORION Bleiswijk va brug Sterrenlaan;97223;447336;SCHIEL;Schieland;1;;-;Sterrenlaan 2 Bleiswijk;27,4590;2665BT;Sterrenlaan;Water | Overig binnenwater;Mn35A;Klei;Kalkrijke poldervaaggronden;1;;Lansingerland;;;stedelijk;52,01137611;6,87;primair;0,80;3,0;3,0;gras in primair bebouwd gebied;stedelijk;50;gras in primair bebouwd gebied;stedelijk;58;gras in primair bebouwd gebied;stedelijk;57;4,54562912;Regulier;;;;;Bleiswijk;;NL39_OV;Overig water;;
S_1263;Watergang ter hoogte van Marijkelaan 27;95973;447663;SCHIEL;Schieland;1;;-;Marijkelaan 31 Bleiswijk;41,1096;2665AA;Marijkelaan;Bebouwd | Woongebied;|h BEBOUW;Bebouwd;Bebouwing;1;;Lansingerland;;;glastuinbouw;52,01418339;1,89;overig;0,40;0,0;0,0;gras in primair bebouwd gebied;stedelijk;42;gras in primair bebouwd gebied;stedelijk;42;gras in primair bebouwd gebied;stedelijk;38;4,52736731;Regulier;;;;;Bleiswijk;;NL39_OV;Overig water;;
S_1264;Bleiswijk Petuniaweg | kruising watergangen bij nr 15;95314;447866;SCHIEL;Schieland;1;;-;Petuniaweg 15 Bleiswijk;26,0000;2665NL;Petuniaweg;;Mn85C;Klei;Kalkarme poldervaaggronden klei, profielverloop 5;2;;Lansingerland;;;glastuinbouw;52,01593730;7,31;primair;0,50;1,5;1,5;;;;aardappelen;akkerbouw;30;overige landbouwgewassen;akkerbouw;29;4,51773343;Regulier;;;;;Bleiswijk;;NL39_OV;Overig water;;
S_1265;Bleiswijk Wilgenlei | noord van nr 38 voor stuw in de bocht;96496;445562;SCHIEL;Schieland;1;;-;Wilgenlei 38 Bleiswijk;26,0000;2665KN;Wilgenlei;;Mn45A;Klei;Kalkrijke poldervaaggronden zware klei, profielverloop 5;2;;Lansingerland;;;glastuinbouw;51,99535639;6,83;primair;0,80;3,0;3,0;;;;overig grondgebruik in buitengebied;glastuinbouw;38;overig grondgebruik in buitengebied;akkerbouw;24;4,53534382;Regulier;;;;;Bleiswijk;;NL39_OV;Overig water;;
EKK_CAP1;Oostgaarde, bij brug Rijndal;101677;439153;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Capelle;-;Sauerdal 13 Capelle aan den IJssel;15,3419;2904DE;Sauerdal;Water | Overig binnenwater;|h BEBOUW;Bebouwd;Bebouwing;;;Capelle aan den IJssel;;;stedelijk;51,93827721;17,51;primair;0,90;3,0;3,0;;;;zoet water;stedelijk;24;zoet water;stedelijk;26;4,61177169;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M8;Capelle aan den IJssel;;NL39_OV;Overig water;;
EKK_CAP2;Middelwatering, J. v. Ruijsdaelsingel t.o. 13, bij;99850;437809;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Capelle;-;Meeuwensingel 1A Capelle aan den IJssel;26,0000;2903TA;Meeuwensingel;Water | Overig binnenwater;|h BEBOUW;Bebouwd;Bebouwing;;;Capelle aan den IJssel;;;stedelijk;51,92601977;9,51;primair;0,90;2,0;2,0;;;;gras in primair bebouwd gebied;stedelijk;56;gras in primair bebouwd gebied;stedelijk;56;4,58542122;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M8;Capelle aan den IJssel;;NL39_OV;Overig water;;
EKK_CAP3;Capelle west, tegen over Betenhovenlaan/Jan van Ka;97917;436596;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Capelle;-;Verdistraat 14 Capelle aan den IJssel;22,5439;2901EP;Verdistraat;Bebouwd | Woongebied;Mv41C;Klei;Kalkarme drechtvaaggronden;;;Capelle aan den IJssel;;;stedelijk;51,91492294;12,07;primair;0,90;3,0;3,0;;;;gras in primair bebouwd gebied;stedelijk;56;gras in primair bebouwd gebied;stedelijk;53;4,55752294;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M1a;Capelle aan den IJssel;;NL39_OV;Overig water;;
EKK_CAP4;Ringvaart Bermweg ter hoogte van Pannenkoekrestaur;100086;439555;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Capelle;-;Bermweg 474 Capelle aan den IJssel;28,2031;2907LD;Bermweg;Water | Overig binnenwater;dhVc/dVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Capelle aan den IJssel;;;boezem;51,94173534;15,80;primair;1,30;2,0;2,0;;;;gras in secundair bebouwd gebied;stedelijk;41;gras in secundair bebouwd gebied;stedelijk;38;4,58857300;Maaibeheer;;;;;Capelle aan den IJssel;;NL39_03a;Ringvaart;M10;
EKK_CAP5;Schollebos, 50 meter oost van brug;99964;440085;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Capelle;M03;Rigoletto 97 Capelle aan den IJssel;26,0000;2907JG;Rigoletto;Water | Water met recreatieve functie;dhVc/dVc;Veen;Koopveengronden op zeggeveen, rietzeggeveen of (mesotroof) b;;;Capelle aan den IJssel;;M3;stedelijk;51,94648666;23,46;primair;1,30;2,0;2,0;;;;gras in secundair bebouwd gebied;stedelijk;50;gras in secundair bebouwd gebied;stedelijk;58;4,58671399;Maaibeheer;;;;;Capelle aan den IJssel;;NL39_17a;Polder Prins Alexander;M3;
EKK_EPL1;Eerste tocht Eendragtspolder, via Zuideinde 14 NW;99840;445216;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Eendragstpolder;-;Neeltje Breedveldkade 35 Rotterdam;196,2919;3059SR;Neeltje Breedveldkade;Landbouw | Overig agrarisch gebruik;pMo80;Klei;Tochteerdgronden;4;;Zuidplas;;;recreatie;51,99258909;1,31;overig;0,40;1,0;1,0;;;;agrarisch gras;agrarisch gras;85;agrarisch gras;agrarisch gras;86;4,58408577;Maaibeheer;;NL39_DOW_6;Eendragtspolder plas-dras;M1a;Zevenhuizen;;NL39_OV;Overig water;;
EKK_OP1;land aquariumhandel van Wert;105202;443730;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Oostpolder;-;Westeinde 219a Moordrecht;48,2248;2841BT;Westeinde;Water | Overig binnenwater;Mv41C;Klei;Kalkarme drechtvaaggronden;;;Zuidplas;;;grasland - agrarisch;51,97974040;18,11;primair;0,80;3,0;3,0;;;;agrarisch gras;agrarisch gras;55;agrarisch gras;agrarisch gras;53;4,66236483;Maaibeheer;;NL39_DOW_2;Weidegebied;M1a;Moordrecht;;NL39_OV;Overig water;;
EKK_OP2;Alphenerwetering ten westen van brug Oostpolderweg;105600;445112;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Oostpolder;-;Klutendreef 55 Moordrecht;15,1647;2841PH;Klutendreef;Bebouwd | Woongebied;hVr/Vr;Veen;Koopveengronden op rietveen of zeggerietveen;;;Zuidplas;;;stedelijk;51,99219679;7,22;overig;0,40;0,0;0,0;;;;gras in primair bebouwd gebied;stedelijk;64;gras in primair bebouwd gebied;stedelijk;63;4,66795838;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M8;Moordrecht;;NL39_OV;Overig water;;
EKK_OP4;Alphenerwetering scheiding golfbaan/tuinwoningen (;107262;446181;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Oostpolder;-;Julianasluisterrein 1 Gouda;100,1331;2809NB;Julianasluisterrein;Recreatie | Volkstuin;|h DIJK;Overig;Dijk;;;Gouda;;;grasland - agrarisch;52,00194995;2,07;overig;0,40;1,0;1,0;;;;agrarisch gras;agrarisch gras;37;agrarisch gras;agrarisch gras;35;4,69200578;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Gouda;;NL39_OV;Overig water;;
EKK_OP5;Bij toegang Weegje tegen over Wilhelminakade 88 (m;106001;448081;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Oostpolder;-;Wilhelminakade 88 Waddinxveen;20,3641;2741JX;Wilhelminakade;Water | Water met recreatieve functie;AAP;Veen;Aangemaakte petgaten;;;Waddinxveen;;;recreatie;52,01891644;21,45;primair;0,80;3,0;3,0;;;;overige moeras vegetatie;overig;33;overige moeras vegetatie;overig;31;4,67337160;Maaibeheer;;;;;Waddinxveen;;NL39_10a;t Weegje;M27;
EKK_OP6;In bocht molenring (victorwijk);104780;450232;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Oostpolder;-;Walsmolen 48 Waddinxveen;14,0670;2741NT;Walsmolen;Bebouwd | Woongebied;ohVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Waddinxveen;;;stedelijk;52,03813940;11,62;overig;0,40;0,0;0,0;;;;gras in primair bebouwd gebied;stedelijk;55;gras in primair bebouwd gebied;stedelijk;52;4,65526933;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M8;Waddinxveen;;NL39_OV;Overig water;;
EKK_PB1;Plastocht bij Bleiswijkseweg, tussen nrs.120 en 12;95605;450921;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;M03;Bleiswijkseweg 57 Zoetermeer;28,8186;2712PB;Bleiswijkseweg;Bedrijfsterrein | Bedrijfsterrein;Mn85C;Klei;Kalkarme poldervaaggronden;;;Zoetermeer;;M3;stedelijk;52,04342466;7,71;primair;1,20;1,5;1,5;;;;gras in primair bebouwd gebied;stedelijk;46;gras in primair bebouwd gebied;stedelijk;18;4,52144162;Maaibeheer;;;;;Zoetermeer;;NL39_14a;Binnenwegse polder;M3;
EKK_PB10;Vaart Branddreef ten oosten Rotte;96093;442502;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;-;Rottekade 129 Bergschenhoek;19,4164;2661JS;Rottekade;Water | Overig binnenwater;dWo;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Lansingerland;;;stedelijk;51,96781246;9,72;primair;0,80;3,0;3,0;;;;zoet water;stedelijk;21;agrarisch gras;stedelijk;25;4,53000213;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M8;Bergschenhoek;;NL39_OV;Overig water;;
EKK_PB11;Westzijde Bergschenhoek, schanskorven brug Vredenb;93405;444904;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;-;Haverveld 1 Bergschenhoek;26,2488;2661VD;Haverveld;Bebouwd | Woongebied;pMo80;Klei;Tochteerdgronden;;;Lansingerland;;;stedelijk;51,98910840;10,28;primair;0,90;3,0;3,0;;;;gras in primair bebouwd gebied;stedelijk;57;gras in primair bebouwd gebied;stedelijk;56;4,49046009;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M1a;Bergschenhoek;;NL39_OV;Overig water;;
EKK_PB2;Vaart Bleiswijk, duiker spoorwegovergang Hoefweg (;97038;450206;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;-;Kruisweg 2 Bleiswijk;26,0000;2665HB;Kruisweg;Hoofdweg | Hoofdweg;|i BOVLAND;Overig;Bovenlandstrook;;;Lansingerland;;;boezem;52,03715043;8,66;primair;0,80;2,0;2,0;;;;agrarisch gras;agrarisch gras;60;agrarisch gras;agrarisch gras;64;4,54244854;Maaibeheer;;;;;Bleiswijk;;NL39_02a;Vaart Bleiswijk;M10;
EKK_PB3;Vijver URA-strook zuid van Groendalseweg bij lands;94368;449006;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;-;Lelieweg 16 Bleiswijk;111,7228;2665ML;Lelieweg;Hoofdweg | Hoofdweg;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;;;Lansingerland;;;glastuinbouw;52,02608019;20,53;overig;0,40;1,0;1,0;;;;glastuinbouw;glastuinbouw;42;glastuinbouw;glastuinbouw;37;4,50375225;Maaibeheer;;NL39_DOW_3;Glastuinbouwgebied;M1a;Bleiswijk;;NL39_OV;Overig water;;
EKK_PB4;Derde tocht bij Groenedalseweg, nr 57 van duiker z;95158;448706;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;-;Groendalseweg 57TNVK Bleiswijk;26,0000;;Groendalseweg;Glastuinbouw | Glastuinbouw;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;;;Lansingerland;;;glastuinbouw;52,02346981;5,17;primair;0,70;1,5;1,5;;;;agrarisch gras;agrarisch gras;39;overig grondgebruik in buitengebied;agrarisch gras;32;4,51531429;Maaibeheer;;NL39_DOW_3;Glastuinbouwgebied;M1a;Bleiswijk;;NL39_OV;Overig water;;
EKK_PB5;Westzijde Zeeltje, midden van watergang Bleiswijks;97472;446846;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;M27;Beukenlaan 177 Bleiswijk;185,6475;2665DP;Beukenlaan;Bos | Bos;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;;;Lansingerland;;M27;recreatie;52,00699817;41,89;overig;1,00;1,0;1,0;;;;loofbos;recreatie;43;bos in secundair bebouwd gebied;recreatie;50;4,54933797;Maaibeheer;;;;;Bleiswijk;;NL39_06a;Bleiswijkse Zoom;M27;
EKK_PB6;Derde tocht Kooilaan 500m. z van Merenweg van brug;96780;445115;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;M03;Kooilaan 8 Bleiswijk;26,0000;2665KR;Kooilaan;Water | Overig binnenwater;pMo80;Klei;Tochteerdgronden;;;Lansingerland;;M3;glastuinbouw;51,99136890;12,05;primair;1,20;1,5;1,5;;;;glastuinbouw;glastuinbouw;40;glastuinbouw;glastuinbouw;41;4,53955456;Maaibeheer;;;;;Bleiswijk;;NL39_13a;Polder Bleiswijk;M3;
EKK_PB7;Vaart Bleiswijk t.o. vijzelgemaal Bergweg-Noord (m;94004;444426;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;M10;Bergweg-noord 45I Bergschenhoek;18,0277;2661CM;Bergweg-noord;Water | Overig binnenwater;|h BEBOUW;Bebouwd;Bebouwing;;;Lansingerland;;M10;boezem;51,98487861;9,40;primair;0,80;1,5;1,5;;;;gras in primair bebouwd gebied;stedelijk;42;gras in primair bebouwd gebied;stedelijk;40;4,49926479;Maaibeheer;;;;;Bergschenhoek;;NL39_02a;Vaart Bleiswijk;M10;
EKK_PB8;Kromme tocht Hoeksekade, van brug west van Hoeksek;95664;443299;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;M03;Hoeksekade 152 Bergschenhoek;255,5190;2661JL;Hoeksekade;Recreatie | Park en plantsoen;Vc/Vk/Wo;Veen;Vlierveengronden op zeggeveen, rietzeggeveen of (mesotroof);;;Lansingerland;;M3;grasland - agrarisch;51,97492973;9,23;primair;0,90;2,0;2,0;;;;agrarisch gras;agrarisch gras;27;agrarisch gras;agrarisch gras;27;4,52362227;Maaibeheer;;;;;Bergschenhoek;;NL39_13a;Polder Bleiswijk;M3;
EKK_PB9;Singel Hoge Bergse bos, oost van Hoeksekade Bergsc;96134;443376;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Bleiswijk;M27;Hoeksekade 133 Bergschenhoek;88,4590;2661JL;Hoeksekade;Recreatie | Dagrecreatief terrein;Wol;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Lansingerland;;M27;recreatie;51,97567177;44,45;overig;0,40;0,0;0,0;;;;zoet water;water;31;zoet water;water;37;4,53044874;Maaibeheer;;;;;Bergschenhoek;;NL39_24a;Hoge Bergse Bos;M27;
EKK_PPA1;Prins Alexanderlaan, direct ten noorden van Esso s;97368;441218;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Prins Alexander;-;Fioringras 58 Rotterdam;39,7463;3068PG;Fioringras;Recreatie | Park en plantsoen;|h BEBOUW;Bebouwd;Bebouwing;;;Rotterdam;;;stedelijk;51,95640635;10,81;primair;1,00;2,0;2,0;;;;wegen en spoorwegen;stedelijk;35;gras in primair bebouwd gebied;stedelijk;36;4,54876929;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M8;Rotterdam;;NL39_OV;Overig water;;
EKK_PPA2;Cornelis Bloemgaertsingel hoek Jacop van Campenweg;96565;439511;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Prins Alexander;-;Cornelis Bloemaertsingel 22 Rotterdam;27,4464;3067NH;Cornelis Bloemaertsingel;Bebouwd | Woongebied;|h BEBOUW;Bebouwd;Bebouwing;;;Rotterdam;;;stedelijk;51,94098098;7,68;primair;0,80;3,0;3,0;;;;gras in primair bebouwd gebied;stedelijk;48;gras in primair bebouwd gebied;stedelijk;53;4,53737881;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M8;Rotterdam;;NL39_OV;Overig water;;
EKK_PW1;Eerste dwarstocht Moerkapelle, via Herenweg van du;99299;452373;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Polder Wilde Venen;-;Herenweg 51 Moerkapelle;57,4891;2751DC;Herenweg;Landbouw | Overig agrarisch gebruik;Mn35A;Klei;Kalkrijke poldervaaggronden;;;Zuidplas;;;akkerbouw;52,05685778;3,79;primair;0,60;1,5;1,5;;;;overig grondgebruik in buitengebied;akkerbouw;27;aardappelen;akkerbouw;23;4,57504458;Maaibeheer;;NL39_DOW_4;Akkerbouwgebied;M1a;Moerkapelle;;NL39_OV;Overig water;;
EKK_TP1;Tweede langstocht Molenweg Zevenhuizen,50m noord v;99046;448832;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Tweemanspolder;-;Molenweg 6 Zevenhuizen;146,0136;2761BL;Molenweg;Landbouw | Overig agrarisch gebruik;Mn25A;Klei;Kalkrijke poldervaaggronden;;;Zuidplas;;;akkerbouw;52,02500807;4,45;primair;0,75;1,5;1,5;;;;overige landbouwgewassen;akkerbouw;31;granen;akkerbouw;26;4,57193558;Maaibeheer;;NL39_DOW_4;Akkerbouwgebied;M1a;Zevenhuizen;;NL39_OV;Overig water;;
EKK_TP2;Moerkapelse Zijde, ter hoogte van huisnummers 64-8;98893;450750;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Tweemanspolder;-;Moerkapelse Zijde 66 Moerkapelle;20,0000;2751DP;Moerkapelse Zijde;Landbouw | Overig agrarisch gebruik;Mn35A;Klei;Kalkrijke poldervaaggronden;;;Zuidplas;;;stedelijk;52,04223037;4,87;primair;0,50;1,5;1,5;;;;gras in primair bebouwd gebied;stedelijk;43;gras in primair bebouwd gebied;stedelijk;38;4,56939188;Maaibeheer;;NL39_DOW_1;Stedelijk gebied;M1a;Moerkapelle;;NL39_OV;Overig water;;
EKK_ZPP1;Bredeweg, tegenover camping de Randstad en Pannenk;100514;449793;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Bredeweg 64 Moerkapelle;25,4950;2752AB;Bredeweg;Landbouw | Overig agrarisch gebruik;Mn25A;Klei;Kalkrijke poldervaaggronden;;;Zuidplas;;;akkerbouw;52,03379112;3,60;primair;0,60;1,5;1,5;;;;bieten;akkerbouw;24;gras in secundair bebouwd gebied;stedelijk;25;4,59316974;Maaibeheer;;NL39_DOW_3;Glastuinbouwgebied;M1a;Moerkapelle;;NL39_OV;Overig water;;
EKK_ZPP10;Zuidelijke dwarsweg 13c Moordrecht, ter hoogte van;104050;447853;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Zuidelijke Dwarsweg 13D Waddinxveen;63,6069;2741PC;Zuidelijke Dwarsweg;Hoofdweg | Hoofdweg;Wol/pMo80l;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Zuidplas;;;grasland - agrarisch;52,01669154;5,64;primair;0,80;3,0;3,0;;;;agrarisch gras;agrarisch gras;43;agrarisch gras;agrarisch gras;31;4,64498505;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Moordrecht;;NL39_OV;Overig water;;
EKK_ZPP11;Vijfde tochtweg 5;104221;447207;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Vijfde Tochtweg 5traf Moordrecht;30,0466;2841LL;Vijfde Tochtweg;Hoofdweg | Hoofdweg;pMn55A;Klei;Kalkrijke leek-/woudeerdgronden;;;Zuidplas;;;grasland - agrarisch;52,01090127;5,42;primair;0,60;2,0;2,0;;;;agrarisch gras;agrarisch gras;77;agrarisch gras;agrarisch gras;73;4,64757172;Maaibeheer;;NL39_DOW_2;Weidegebied;M1a;Moordrecht;;NL39_OV;Overig water;;
EKK_ZPP12;Derde tochtweg;103149;444885;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Derde Tochtweg 10 Moordrecht;90,7105;2841LM;Derde Tochtweg;Hoofdweg | Hoofdweg;hVk;Veen;Koopveengronden op (meestal niet-gerijpte) zavel of klei, be;;;Zuidplas;;;grasland - agrarisch;51,98993313;3,68;primair;0,40;2,0;2,0;;;;agrarisch gras;agrarisch gras;86;agrarisch gras;agrarisch gras;76;4,63231002;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Moordrecht;;NL39_OV;Overig water;;
EKK_ZPP13;ZPP13;102120;445899;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Knibbelweg 97 Zevenhuizen;69,6347;2761JC;Knibbelweg;Landbouw | Overig agrarisch gebruik;dWol/pMo80l;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Zuidplas;;;grasland - agrarisch;51,99894940;7,39;primair;0,70;2,0;2,0;;;;agrarisch gras;agrarisch gras;74;agrarisch gras;agrarisch gras;63;4,61717373;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Nieuwerkerk aan den IJssel;;NL39_OV;Overig water;;
EKK_ZPP14;Tweede tochtweg, noord;102596;444306;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;2e Tochtweg 42a Nieuwerkerk aan den IJssel;123,7618;2914LM;2e Tochtweg;Hoofdweg | Hoofdweg;hVr/Vr;Veen;Koopveengronden op rietveen of zeggerietveen;;;Zuidplas;;;grasland - agrarisch;51,98467743;4,42;primair;0,50;1,5;1,5;;;;natuurgraslanden;natuurgraslanden;46;agrarisch gras;agrarisch gras;76;4,62434814;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Nieuwerkerk aan den IJssel;;NL39_OV;Overig water;;
EKK_ZPP15;ZPP15;102514;443987;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Verbindingsweg 15 Nieuwerkerk aan den IJssel;197,8509;2914LH;Verbindingsweg;Landbouw | Overig agrarisch gebruik;hVr/Vr;Veen;Koopveengronden op rietveen of zeggerietveen;;;Zuidplas;;;grasland - agrarisch;51,98180267;4,74;overig;0,40;0,0;0,0;;;;overig grondgebruik in buitengebied;agrarisch gras;49;overig grondgebruik in buitengebied;agrarisch gras;47;4,62320338;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Nieuwerkerk aan den IJssel;;NL39_OV;Overig water;;
EKK_ZPP16;Middelweg, ter hoogte van nr 10;103780;446479;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Middelweg 10 Moordrecht;47,3932;2841LA;Middelweg;Landbouw | Overig agrarisch gebruik;dWol;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Zuidplas;;;grasland - agrarisch;52,00431783;4,05;primair;0,60;1,5;1,5;;;;agrarisch gras;agrarisch gras;56;agrarisch gras;agrarisch gras;40;4,64125765;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Moordrecht;;NL39_OV;Overig water;;
EKK_ZPP17;Vijfde tocht nabij provinciale weg;104978;446445;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Provincialeweg 38 Gouda;346,0448;2809RA;Provincialeweg;Landbouw | Overig agrarisch gebruik;dWol;Moerig;Moerige eerdgronden met een moerige bovengrond of moerige tu;;;Zuidplas;;;grasland - agrarisch;52,00412152;12,04;primair;0,80;2,0;2,0;;;;agrarisch gras;agrarisch gras;62;agrarisch gras;agrarisch gras;63;4,65870839;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Moordrecht;;NL39_OV;Overig water;;
EKK_ZPP18;ZPP18;104229;443632;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Abraham Kroespad 1 Nieuwerkerk aan den IJssel;63,2455;2911LZ;Abraham Kroespad;Landbouw | Overig agrarisch gebruik;hVr/Vr;Veen;Koopveengronden op rietveen of zeggerietveen;;;Zuidplas;;;grasland - agrarisch;51,97877152;2,24;overig;0,40;0,0;0,0;;;;agrarisch gras;agrarisch gras;77;agrarisch gras;agrarisch gras;77;4,64821789;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Nieuwerkerk aan den IJssel;;NL39_OV;Overig water;;
EKK_ZPP19;ZPP19;103880;444827;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Spoorweglaan 8 Moordrecht;125,5309;2841LR;Spoorweglaan;Landbouw | Overig agrarisch gebruik;hVk;Veen;Koopveengronden op (meestal niet-gerijpte) zavel of klei, be;;;Zuidplas;;;grasland - agrarisch;51,98947964;6,73;primair;0,60;3,0;3,0;;;;agrarisch gras;agrarisch gras;50;agrarisch gras;agrarisch gras;49;4,64296035;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Moordrecht;;NL39_OV;Overig water;;
EKK_ZPP2;Vijfdetocht, via industriestraat, Moerkapelle;100750;450682;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;Van Hasseltweg 11 Moerkapelle;20,5182;2751GZ;Van Hasseltweg;Glastuinbouw | Glastuinbouw;Mn35A;Klei;Kalkrijke poldervaaggronden;;;Zuidplas;;;glastuinbouw;52,04180406;4,09;primair;0,60;2,0;2,0;;;;glastuinbouw;glastuinbouw;43;glastuinbouw;glastuinbouw;43;4,59646765;Maaibeheer;;NL39_DOW_3;Glastuinbouwgebied;M1a;Moerkapelle;;NL39_OV;Overig water;;
EKK_ZPP20;Tweede tochtweg bermsloot;103620;443225;SCHIEL;Schieland;10;Meetpunt tbv evaluatie maaibeheer in Zuidplaspolder;-;2e Tochtweg 1 Nieuwerkerk aan den IJssel;65,2993;2911LA;2e Tochtweg;Landbouw | Overig agrarisch gebruik;hVr/Vr;Veen;Koopveengronden op rietveen of zeggerietveen;;;Zuidplas;;;grasland - agrarisch;51,97505758;3,68;primair;0,60;3,0;3,0;;;;agrarisch gras;agrarisch gras;68;agrarisch gras;agrarisch gras;67;4,63941542;Maaibeheer;;NL39_DOW_2;Weidegebied;M8;Nieuwerkerk aan den IJssel;;NL39_OV;Overig water;;
